Temperature, Year, Month_Avg, Country, Country_Code
12.96(C) 55.33(F), 2001, Sep, Netherlands, NLD
12.96(C) 55.33(F), 2015, May, Czech, Republic
12.96(C) 55.33(F), 2013, Sep, Czech, Republic
12.96(C) 55.34(F), 2009, Nov, Lebanon, LBN
12.97(C) 55.34(F), 2016, Feb, Jordan, JOR
12.97(C) 55.34(F), 2012, Jun, Tajikistan, TJK
12.97(C) 55.34(F), 2014, Jan, Israel, ISR
12.97(C) 55.34(F), 2007, Apr, Italy, ITA
12.97(C) 55.34(F), 2010, Aug, Russia, RUS
12.97(C) 55.35(F), 2015, Jun, Russia, RUS
12.97(C) 55.35(F), 2005, May, Germany, DEU
12.97(C) 55.35(F), 2001, Sep, Belgium, BEL
12.97(C) 55.35(F), 2006, May, Republic, of
12.97(C) 55.35(F), 2006, May, South, Africa
12.98(C) 55.36(F), 2010, Jul, Norway, NOR
12.98(C) 55.36(F), 2008, Oct, Bhutan, BTN
12.98(C) 55.36(F), 2007, Sep, Ireland, IRL
12.98(C) 55.36(F), 2015, Aug, South, Africa
12.98(C) 55.36(F), 2014, Mar, New, Zealand
12.98(C) 55.37(F), 2002, May, Denmark, DNK
12.99(C) 55.37(F), 2012, Jul, Canada, CAN
12.99(C) 55.38(F), 2016, Oct, Andorra, AND
12.99(C) 55.38(F), 2000, Jun, United, Kingdom
12.99(C) 55.38(F), 2004, Oct, Monaco, MCO
12.99(C) 55.39(F), 2016, Jun, South, Africa
12.99(C) 55.39(F), 2011, Jul, Switzerland, CHE
13.0(C) 55.39(F), 2009, Oct, Italy, ITA
13.0(C) 55.4(F), 2012, Feb, Algeria, DZA
13.0(C) 55.4(F), 2002, Oct, Bhutan, BTN
13.0(C) 55.4(F), 2010, Sep, Germany, DEU
13.0(C) 55.4(F), 2000, May, Denmark, DNK
13.0(C) 55.4(F), 2000, Nov, Lebanon, LBN
13.0(C) 55.4(F), 2001, Dec, Cyprus, CYP
13.0(C) 55.4(F), 2015, Jan, Malta, MLT
13.0(C) 55.41(F), 2008, May, Monaco, MCO
13.0(C) 55.41(F), 2016, Apr, Moldova, MDA
13.0(C) 55.41(F), 2005, May, Luxembourg, LUX
13.01(C) 55.41(F), 2016, May, Uruguay, URY
13.01(C) 55.41(F), 2009, Feb, Pakistan, PAK
13.01(C) 55.41(F), 2006, May, Belarus, BLR
13.01(C) 55.41(F), 2006, May, Korea., Democratic
13.01(C) 55.42(F), 2009, Jun, Switzerland, CHE
13.01(C) 55.42(F), 2009, Sep, United, Kingdom
13.01(C) 55.42(F), 2000, Apr, Moldova, MDA
13.01(C) 55.43(F), 2016, Apr, Albania, ALB
13.01(C) 55.43(F), 2015, Oct, Albania, ALB
13.01(C) 55.43(F), 2011, Oct, France, FRA
13.02(C) 55.43(F), 2001, Sep, Ireland, IRL
13.02(C) 55.43(F), 2001, Oct, Slovenia, SVN
13.02(C) 55.43(F), 2006, May, Czech, Republic
13.02(C) 55.43(F), 2008, Jun, Ireland, IRL
13.02(C) 55.44(F), 2010, May, Republic, of
13.02(C) 55.44(F), 2001, Aug, Russia, RUS
13.02(C) 55.44(F), 2006, Jan, Chile, CHL
13.02(C) 55.44(F), 2004, Feb, Tunisia, TUN
13.02(C) 55.44(F), 2014, Oct, Albania, ALB
13.02(C) 55.44(F), 2003, Sep, United, Kingdom
13.03(C) 55.45(F), 2008, Sep, Slovakia, SVK
13.03(C) 55.45(F), 2007, May, Korea., Democratic
13.03(C) 55.45(F), 2013, Dec, Kuwait, KWT
13.03(C) 55.45(F), 2011, Jan, Malta, MLT
13.03(C) 55.45(F), 2002, Dec, Tunisia, TUN
13.03(C) 55.45(F), 2013, Jun, Sweden, SWE
13.03(C) 55.46(F), 2014, Mar, Iran, IRN
13.04(C) 55.47(F), 2016, May, Armenia, ARM
13.04(C) 55.47(F), 2001, Jan, Algeria, DZA
13.04(C) 55.47(F), 2016, Apr, Republic, of
13.04(C) 55.47(F), 2006, Jan, Libya, LBY
13.04(C) 55.47(F), 2015, Jan, Egypt, EGY
13.04(C) 55.48(F), 2007, Dec, Algeria, DZA
13.04(C) 55.48(F), 2009, Jan, Chile, CHL
13.04(C) 55.48(F), 2004, Jan, Libya, LBY
13.04(C) 55.48(F), 2012, Sep, Austria, AUT
13.05(C) 55.48(F), 2007, Apr, Bhutan, BTN
13.05(C) 55.48(F), 2006, Feb, Iraq, IRQ
13.05(C) 55.5(F), 2000, Jan, Egypt, EGY
13.05(C) 55.5(F), 2012, Sep, Latvia, LVA
13.05(C) 55.5(F), 2016, Jun, Russia, RUS
13.06(C) 55.5(F), 2013, Aug, Russia, RUS
13.06(C) 55.5(F), 2008, Sep, Germany, DEU
13.06(C) 55.5(F), 2008, Jun, United, Kingdom
13.06(C) 55.51(F), 2009, Dec, New, Zealand
13.06(C) 55.51(F), 2013, Dec, Algeria, DZA
13.06(C) 55.52(F), 2002, May, Luxembourg, LUX
13.06(C) 55.52(F), 2007, Sep, Denmark, DNK
13.07(C) 55.52(F), 2005, Dec, Algeria, DZA
13.07(C) 55.52(F), 2009, Sep, Lesotho, LSO
13.07(C) 55.52(F), 2016, Sep, Estonia, EST
13.07(C) 55.53(F), 2015, May, Monaco, MCO
13.07(C) 55.53(F), 2015, Jan, Chile, CHL
13.07(C) 55.53(F), 2003, Oct, Japan, JPN
13.07(C) 55.53(F), 2016, Jan, Egypt, EGY
13.07(C) 55.53(F), 2006, Mar, Iran, IRN
13.07(C) 55.53(F), 2001, Apr, Azerbaijan, AZE
13.07(C) 55.53(F), 2006, May, Slovenia, SVN
13.08(C) 55.54(F), 2010, Jan, Cyprus, CYP
13.08(C) 55.54(F), 2015, Dec, New, Zealand
13.08(C) 55.54(F), 2007, May, Georgia, GEO
13.08(C) 55.55(F), 2005, Sep, Estonia, EST
13.09(C) 55.56(F), 2009, Aug, Liechtenstein, LIE
13.09(C) 55.56(F), 2002, Sep, United, Kingdom
13.09(C) 55.56(F), 2006, Jun, Uruguay, URY
13.09(C) 55.56(F), 2004, Jun, Switzerland, CHE
13.09(C) 55.57(F), 2007, Sep, Germany, DEU
13.09(C) 55.57(F), 2004, Feb, Chile, CHL
13.09(C) 55.57(F), 2015, Apr, Lesotho, LSO
13.09(C) 55.57(F), 2005, Apr, Argentina, ARG
13.1(C) 55.57(F), 2004, May, Korea., Democratic
13.1(C) 55.57(F), 2012, Aug, Liechtenstein, LIE
13.1(C) 55.57(F), 2001, Mar, Portugal, PRT
13.1(C) 55.58(F), 2014, May, Slovakia, SVK
13.1(C) 55.58(F), 2014, May, Lithuania, LTU
13.1(C) 55.58(F), 2013, Jun, United, Kingdom
13.1(C) 55.58(F), 2014, Sep, Argentina, ARG
13.1(C) 55.58(F), 2007, Feb, Israel, ISR
13.1(C) 55.59(F), 2011, Dec, Algeria, DZA
13.1(C) 55.59(F), 2009, Mar, Portugal, PRT
13.11(C) 55.59(F), 2013, Jun, Ireland, IRL
13.11(C) 55.59(F), 2001, Jan, Kuwait, KWT
13.11(C) 55.6(F), 2001, Oct, Bosnia, and
13.11(C) 55.6(F), 2006, Apr, Greece, GRC
13.11(C) 55.6(F), 2005, May, Belgium, BEL
13.11(C) 55.6(F), 2011, Apr, France, FRA
13.11(C) 55.6(F), 2004, Sep, Lithuania, LTU
13.11(C) 55.61(F), 2004, May, Macedonia, MKD
13.12(C) 55.61(F), 2008, Jul, Norway, NOR
13.12(C) 55.61(F), 2013, Oct, Croatia, HRV
13.12(C) 55.62(F), 2003, Jun, Uruguay, URY
13.12(C) 55.62(F), 2004, Jun, Uruguay, URY
13.12(C) 55.62(F), 2007, Sep, Belarus, BLR
13.12(C) 55.62(F), 2014, Jul, Uruguay, URY
13.12(C) 55.62(F), 2006, Dec, Algeria, DZA
13.13(C) 55.63(F), 2016, Apr, Turkey, TUR
13.13(C) 55.64(F), 2014, May, Netherlands, NLD
13.13(C) 55.64(F), 2010, May, Slovenia, SVN
13.13(C) 55.64(F), 2001, May, Belarus, BLR
13.13(C) 55.64(F), 2002, May, France, FRA
13.13(C) 55.64(F), 2009, May, United, States
13.14(C) 55.65(F), 2001, Jun, Uruguay, URY
13.14(C) 55.65(F), 2011, Jan, Israel, ISR
13.14(C) 55.66(F), 2016, Feb, Chile, CHL
13.14(C) 55.66(F), 2016, Jan, Libya, LBY
13.15(C) 55.66(F), 2005, May, Monaco, MCO
13.15(C) 55.66(F), 2009, Oct, Uzbekistan, UZB
13.15(C) 55.66(F), 2016, May, Slovenia, SVN
13.15(C) 55.67(F), 2005, May, Japan, JPN
13.15(C) 55.67(F), 2003, Jan, Malta, MLT
13.15(C) 55.67(F), 2000, Nov, Syria, SYR
13.15(C) 55.67(F), 2011, Dec, Israel, ISR
13.15(C) 55.68(F), 2009, May, Belarus, BLR
13.16(C) 55.68(F), 2011, Sep, Ireland, IRL
13.16(C) 55.68(F), 2006, Oct, Luxembourg, LUX
13.16(C) 55.68(F), 2007, Jun, Finland, FIN
13.16(C) 55.68(F), 2002, Feb, Iraq, IRQ
13.16(C) 55.68(F), 2007, Jan, Egypt, EGY
13.16(C) 55.69(F), 2015, May, Belarus, BLR
13.16(C) 55.69(F), 2008, May, Denmark, DNK
13.16(C) 55.69(F), 2004, Oct, Korea., Republic
13.16(C) 55.69(F), 2004, Apr, Portugal, PRT
13.16(C) 55.7(F), 2000, Oct, Albania, ALB
13.17(C) 55.7(F), 2016, Oct, Turkmenistan, TKM
13.17(C) 55.7(F), 2011, Sep, Argentina, ARG
13.17(C) 55.7(F), 2004, May, France, FRA
13.17(C) 55.71(F), 2016, Jun, Finland, FIN
13.17(C) 55.71(F), 2015, May, Slovakia, SVK
13.18(C) 55.72(F), 2009, Apr, Turkmenistan, TKM
13.18(C) 55.72(F), 2000, Sep, Denmark, DNK
13.18(C) 55.72(F), 2002, Oct, Andorra, AND
13.18(C) 55.72(F), 2003, May, China, CHN
13.18(C) 55.73(F), 2010, Jan, Iraq, IRQ
13.18(C) 55.73(F), 2016, May, Denmark, DNK
13.18(C) 55.73(F), 2014, Aug, Switzerland, CHE
13.18(C) 55.73(F), 2012, Sep, Argentina, ARG
13.19(C) 55.73(F), 2016, Dec, Tunisia, TUN
13.19(C) 55.74(F), 2008, Apr, Greece, GRC
13.19(C) 55.74(F), 2011, Nov, Iraq, IRQ
13.19(C) 55.74(F), 2007, Dec, Israel, ISR
13.19(C) 55.75(F), 2004, Jun, Estonia, EST
13.19(C) 55.75(F), 2000, Dec, Tunisia, TUN
13.19(C) 55.75(F), 2001, Jun, Denmark, DNK
13.2(C) 55.76(F), 2000, Apr, Croatia, HRV
13.2(C) 55.76(F), 2007, Jan, Libya, LBY
13.2(C) 55.76(F), 2008, Oct, Albania, ALB
13.2(C) 55.76(F), 2011, Aug, Sweden, SWE
13.2(C) 55.77(F), 2003, Jan, Cyprus, CYP
13.21(C) 55.77(F), 2002, Feb, Cyprus, CYP
13.21(C) 55.77(F), 2011, Oct, Uzbekistan, UZB
13.22(C) 55.79(F), 2009, Apr, Republic, of
13.22(C) 55.79(F), 2001, Dec, Iraq, IRQ
13.22(C) 55.79(F), 2013, May, Georgia, GEO
13.22(C) 55.8(F), 2006, May, Germany, DEU
13.22(C) 55.8(F), 2013, Sep, Ireland, IRL
13.22(C) 55.8(F), 2013, Jan, Libya, LBY
13.22(C) 55.8(F), 2014, May, Andorra, AND
13.22(C) 55.8(F), 2010, Jul, Liechtenstein, LIE
13.23(C) 55.81(F), 2005, Oct, Netherlands, NLD
13.23(C) 55.82(F), 2016, May, Andorra, AND
13.23(C) 55.82(F), 2006, Aug, Austria, AUT
13.23(C) 55.82(F), 2005, Aug, Switzerland, CHE
13.23(C) 55.82(F), 2006, May, Poland, POL
13.24(C) 55.82(F), 2015, Jul, Finland, FIN
13.24(C) 55.83(F), 2001, Feb, Malta, MLT
13.24(C) 55.83(F), 2015, Jun, Uruguay, URY
13.24(C) 55.83(F), 2002, Jun, United, Kingdom
13.24(C) 55.84(F), 2002, Mar, Iran, IRN
13.24(C) 55.84(F), 2006, Jun, Tajikistan, TJK
13.25(C) 55.84(F), 2003, Dec, Algeria, DZA
13.25(C) 55.84(F), 2003, Mar, Israel, ISR
13.25(C) 55.85(F), 2014, Oct, Nepal, NPL
13.25(C) 55.85(F), 2004, Sep, Slovakia, SVK
13.25(C) 55.85(F), 2006, Aug, Norway, NOR
13.25(C) 55.85(F), 2009, Mar, Jordan, JOR
13.25(C) 55.85(F), 2002, Mar, Syria, SYR
13.25(C) 55.85(F), 2002, Jun, Kyrgyzstan, KGZ
13.25(C) 55.86(F), 2011, Dec, Kuwait, KWT
13.25(C) 55.86(F), 2015, Sep, Luxembourg, LUX
13.26(C) 55.86(F), 2015, Oct, Argentina, ARG
13.26(C) 55.86(F), 2014, Oct, Croatia, HRV
13.26(C) 55.86(F), 2010, Feb, Morocco, MAR
13.26(C) 55.86(F), 2013, Mar, Iran, IRN
13.26(C) 55.86(F), 2004, Nov, Iran, IRN
13.26(C) 55.86(F), 2000, Sep, Ireland, IRL
13.26(C) 55.86(F), 2008, Feb, Libya, LBY
13.26(C) 55.87(F), 2008, Sep, Denmark, DNK
13.26(C) 55.87(F), 2003, May, Austria, AUT
13.26(C) 55.87(F), 2005, Jun, Finland, FIN
13.26(C) 55.87(F), 2013, Jan, Malta, MLT
13.26(C) 55.87(F), 2014, Oct, Netherlands, NLD
13.26(C) 55.87(F), 2011, Jun, Switzerland, CHE
13.26(C) 55.87(F), 2007, Aug, Sweden, SWE
13.26(C) 55.88(F), 2012, Aug, Finland, FIN
13.27(C) 55.88(F), 2013, May, Korea., Democratic
13.27(C) 55.88(F), 2013, Oct, Monaco, MCO
13.27(C) 55.89(F), 2010, Sep, Luxembourg, LUX
13.27(C) 55.89(F), 2002, Oct, Nepal, NPL
13.27(C) 55.89(F), 2015, Oct, Azerbaijan, AZE
13.28(C) 55.9(F), 2011, Jan, Algeria, DZA
13.28(C) 55.9(F), 2016, Apr, Bulgaria, BGR
13.28(C) 55.9(F), 2008, Jan, Chile, CHL
13.28(C) 55.9(F), 2015, Mar, Morocco, MAR
13.28(C) 55.91(F), 2001, Aug, South, Africa
13.28(C) 55.91(F), 2004, Oct, France, FRA
13.28(C) 55.91(F), 2000, May, South, Africa
13.29(C) 55.91(F), 2004, Oct, Croatia, HRV
13.29(C) 55.92(F), 2013, Apr, Portugal, PRT
13.29(C) 55.92(F), 2002, Sep, Ireland, IRL
13.29(C) 55.92(F), 2010, Oct, Korea., Republic
13.29(C) 55.93(F), 2005, May, Poland, POL
13.29(C) 55.93(F), 2011, Aug, South, Africa
13.29(C) 55.93(F), 2011, Sep, Estonia, EST
13.3(C) 55.93(F), 2001, May, Monaco, MCO
13.3(C) 55.93(F), 2002, Jan, Kuwait, KWT
13.3(C) 55.93(F), 2011, Oct, Greece, GRC
13.3(C) 55.94(F), 2016, Oct, Italy, ITA
13.3(C) 55.94(F), 2015, Sep, Estonia, EST
13.3(C) 55.94(F), 2005, Dec, Iraq, IRQ
13.3(C) 55.94(F), 2012, Mar, Iraq, IRQ
13.31(C) 55.95(F), 2016, May, United, States
13.31(C) 55.95(F), 2004, Apr, Uzbekistan, UZB
13.31(C) 55.96(F), 2007, Sep, Luxembourg, LUX
13.32(C) 55.97(F), 2014, Jun, Tajikistan, TJK
13.32(C) 55.97(F), 2009, Jan, Malta, MLT
13.32(C) 55.98(F), 2005, Oct, Korea., Republic
13.32(C) 55.98(F), 2000, Jun, Ireland, IRL
13.32(C) 55.98(F), 2014, May, Belgium, BEL
13.32(C) 55.98(F), 2000, Aug, Finland, FIN
13.32(C) 55.98(F), 2003, Sep, Ireland, IRL
13.32(C) 55.98(F), 2002, May, Belgium, BEL
13.32(C) 55.98(F), 2001, Mar, Iran, IRN
13.32(C) 55.98(F), 2002, May, Netherlands, NLD
13.33(C) 55.99(F), 2007, Nov, Iran, IRN
13.33(C) 55.99(F), 2002, Oct, Italy, ITA
13.33(C) 56.0(F), 2007, May, United, States
13.33(C) 56.0(F), 2004, May, Italy, ITA
13.33(C) 56.0(F), 2011, Nov, Cyprus, CYP
13.34(C) 56.01(F), 2016, Jun, Switzerland, CHE
13.34(C) 56.01(F), 2000, Dec, Israel, ISR
13.34(C) 56.01(F), 2014, Dec, Algeria, DZA
13.34(C) 56.01(F), 2011, Sep, Lesotho, LSO
13.34(C) 56.02(F), 2013, Oct, Bhutan, BTN
13.34(C) 56.02(F), 2011, Mar, Morocco, MAR
13.34(C) 56.02(F), 2009, Nov, Portugal, PRT
13.34(C) 56.02(F), 2000, Jul, Sweden, SWE
13.35(C) 56.02(F), 2005, Oct, Azerbaijan, AZE
13.35(C) 56.02(F), 2013, Aug, Sweden, SWE
13.35(C) 56.03(F), 2014, Feb, Cyprus, CYP
13.35(C) 56.03(F), 2014, Jun, Estonia, EST
13.35(C) 56.03(F), 2010, May, Lithuania, LTU
13.35(C) 56.03(F), 2000, Sep, United, Kingdom
13.35(C) 56.03(F), 2013, Sep, Ukraine, UKR
13.35(C) 56.03(F), 2000, Apr, Republic, of
13.35(C) 56.04(F), 2014, May, United, States
13.35(C) 56.04(F), 2001, Mar, New, Zealand
13.36(C) 56.04(F), 2005, May, China, CHN
13.36(C) 56.04(F), 2014, May, Bosnia, and
13.36(C) 56.05(F), 2004, Jun, Tajikistan, TJK
13.36(C) 56.05(F), 2006, Oct, Bhutan, BTN
13.36(C) 56.05(F), 2011, Mar, Cyprus, CYP
13.36(C) 56.06(F), 2003, May, Korea., Democratic
13.36(C) 56.06(F), 2012, May, Lithuania, LTU
13.37(C) 56.06(F), 2015, Feb, Iraq, IRQ
13.37(C) 56.06(F), 2003, Aug, Sweden, SWE
13.37(C) 56.06(F), 2002, Jul, Norway, NOR
13.37(C) 56.07(F), 2008, Feb, Chile, CHL
13.37(C) 56.07(F), 2006, May, Uruguay, URY
13.37(C) 56.07(F), 2016, Sep, Lesotho, LSO
13.37(C) 56.07(F), 2011, Oct, Nepal, NPL
13.38(C) 56.08(F), 2015, Sep, Denmark, DNK
13.38(C) 56.08(F), 2011, Oct, Italy, ITA
13.38(C) 56.08(F), 2010, Jun, Switzerland, CHE
13.38(C) 56.09(F), 2016, May, China, CHN
13.38(C) 56.09(F), 2009, Oct, Afghanistan, AFG
13.38(C) 56.09(F), 2014, May, France, FRA
13.39(C) 56.09(F), 2009, Apr, Croatia, HRV
13.39(C) 56.1(F), 2002, May, China, CHN
13.39(C) 56.1(F), 2001, Oct, Republic, of
13.39(C) 56.1(F), 2010, Sep, Ireland, IRL
13.39(C) 56.1(F), 2002, Dec, New, Zealand
13.39(C) 56.1(F), 2014, May, Georgia, GEO
13.39(C) 56.11(F), 2009, Mar, Iran, IRN
13.39(C) 56.11(F), 2003, May, Netherlands, NLD
13.39(C) 56.11(F), 2015, Sep, Netherlands, NLD
13.39(C) 56.11(F), 2000, Oct, Croatia, HRV
13.4(C) 56.11(F), 2001, Oct, Luxembourg, LUX
13.4(C) 56.12(F), 2013, Sep, Denmark, DNK
13.4(C) 56.12(F), 2014, Sep, Lithuania, LTU
13.4(C) 56.12(F), 2011, May, Republic, of
13.4(C) 56.12(F), 2013, May, Armenia, ARM
13.4(C) 56.12(F), 2013, Mar, Syria, SYR
13.4(C) 56.12(F), 2006, May, United, States
13.4(C) 56.13(F), 2007, Jun, Australia, AUS
13.4(C) 56.13(F), 2002, Sep, Poland, POL
13.41(C) 56.13(F), 2006, Oct, Monaco, MCO
13.41(C) 56.13(F), 2007, Nov, Syria, SYR
13.41(C) 56.13(F), 2014, Oct, Belgium, BEL
13.41(C) 56.13(F), 2000, Oct, Hungary, HUN
13.41(C) 56.13(F), 2002, Nov, Lebanon, LBN
13.41(C) 56.14(F), 2012, Sep, Denmark, DNK
13.41(C) 56.14(F), 2012, Oct, Macedonia, MKD
13.41(C) 56.14(F), 2004, Apr, Lesotho, LSO
13.41(C) 56.14(F), 2010, Jan, Malta, MLT
13.41(C) 56.14(F), 2012, Aug, South, Africa
13.41(C) 56.14(F), 2004, Sep, United, Kingdom
13.41(C) 56.14(F), 2009, May, Poland, POL
13.42(C) 56.15(F), 2001, Sep, Monaco, MCO
13.42(C) 56.16(F), 2008, Sep, Slovenia, SVN
13.42(C) 56.16(F), 2014, Aug, Russia, RUS
13.42(C) 56.16(F), 2016, Apr, Argentina, ARG
13.42(C) 56.16(F), 2001, Apr, Nepal, NPL
13.43(C) 56.17(F), 2006, Jul, Norway, NOR
13.43(C) 56.17(F), 2003, May, Lithuania, LTU
13.43(C) 56.18(F), 2010, Apr, Greece, GRC
13.43(C) 56.18(F), 2015, Dec, Algeria, DZA
13.43(C) 56.18(F), 2003, Jun, Estonia, EST
13.43(C) 56.18(F), 2011, Mar, New, Zealand
13.44(C) 56.18(F), 2000, Feb, Libya, LBY
13.44(C) 56.19(F), 2007, Apr, Croatia, HRV
13.44(C) 56.19(F), 2007, May, Lithuania, LTU
13.44(C) 56.19(F), 2011, Apr, Nepal, NPL
13.44(C) 56.19(F), 2007, Sep, Republic, of
13.44(C) 56.2(F), 2001, Oct, Turkey, TUR
13.44(C) 56.2(F), 2014, Oct, Bhutan, BTN
13.45(C) 56.2(F), 2012, May, United, States
13.45(C) 56.2(F), 2007, Apr, Lebanon, LBN
13.45(C) 56.21(F), 2015, Jun, Denmark, DNK
13.45(C) 56.21(F), 2003, Aug, Russia, RUS
13.45(C) 56.22(F), 2004, Feb, Malta, MLT
13.45(C) 56.22(F), 2005, Oct, Nepal, NPL
13.46(C) 56.22(F), 2015, Oct, Japan, JPN
13.46(C) 56.22(F), 2014, Apr, Spain, ESP
13.46(C) 56.22(F), 2005, Dec, Malta, MLT
13.46(C) 56.22(F), 2005, May, Czech, Republic
13.46(C) 56.23(F), 2000, Jun, Uruguay, URY
13.46(C) 56.23(F), 2013, Feb, Cyprus, CYP
13.46(C) 56.23(F), 2013, Jul, Liechtenstein, LIE
13.46(C) 56.23(F), 2014, Apr, Bhutan, BTN
13.47(C) 56.24(F), 2000, Oct, Korea., Republic
13.47(C) 56.24(F), 2012, Oct, Korea., Republic
13.47(C) 56.24(F), 2012, Jun, Denmark, DNK
13.47(C) 56.24(F), 2004, Mar, Morocco, MAR
13.47(C) 56.25(F), 2015, Nov, Portugal, PRT
13.47(C) 56.25(F), 2014, Feb, Tunisia, TUN
13.47(C) 56.25(F), 2014, May, Poland, POL
13.48(C) 56.26(F), 2003, Dec, Israel, ISR
13.48(C) 56.26(F), 2005, Dec, Cyprus, CYP
13.48(C) 56.27(F), 2000, Mar, Israel, ISR
13.48(C) 56.27(F), 2006, Apr, Nepal, NPL
13.48(C) 56.27(F), 2013, Oct, Nepal, NPL
13.48(C) 56.27(F), 2002, Sep, Slovenia, SVN
13.49(C) 56.28(F), 2011, Aug, Ireland, IRL
13.49(C) 56.28(F), 2007, May, Monaco, MCO
13.49(C) 56.29(F), 2015, Oct, Italy, ITA
13.49(C) 56.29(F), 2010, Feb, Cyprus, CYP
13.49(C) 56.29(F), 2014, Oct, Turkey, TUR
13.49(C) 56.29(F), 2012, Jun, Russia, RUS
13.49(C) 56.29(F), 2013, Apr, Afghanistan, AFG
13.5(C) 56.3(F), 2006, Jan, Kuwait, KWT
13.5(C) 56.3(F), 2001, Oct, Bulgaria, BGR
13.51(C) 56.31(F), 2010, Sep, Slovenia, SVN
13.51(C) 56.32(F), 2011, Sep, Latvia, LVA
13.51(C) 56.32(F), 2002, Apr, Portugal, PRT
13.51(C) 56.32(F), 2016, Sep, Latvia, LVA
13.51(C) 56.32(F), 2012, May, Republic, of
13.51(C) 56.32(F), 2008, Apr, Bhutan, BTN
13.51(C) 56.32(F), 2002, Aug, Norway, NOR
13.51(C) 56.33(F), 2007, Mar, Jordan, JOR
13.51(C) 56.33(F), 2007, Aug, South, Africa
13.52(C) 56.33(F), 2002, Nov, Syria, SYR
13.52(C) 56.33(F), 2004, May, China, CHN
13.52(C) 56.34(F), 2001, Oct, Hungary, HUN
13.52(C) 56.34(F), 2000, Sep, Ukraine, UKR
13.52(C) 56.34(F), 2004, Sep, Ireland, IRL
13.52(C) 56.34(F), 2015, Sep, Germany, DEU
13.52(C) 56.34(F), 2004, May, Romania, ROU
13.52(C) 56.34(F), 2001, Sep, Republic, of
13.53(C) 56.35(F), 2014, Sep, Belarus, BLR
13.53(C) 56.35(F), 2003, Dec, New, Zealand
13.53(C) 56.35(F), 2016, May, Slovakia, SVK
13.53(C) 56.35(F), 2000, Jun, Kyrgyzstan, KGZ
13.53(C) 56.35(F), 2009, Sep, Estonia, EST
13.53(C) 56.35(F), 2004, May, Uruguay, URY
13.53(C) 56.36(F), 2008, Jan, Malta, MLT
13.53(C) 56.36(F), 2005, Jul, Norway, NOR
13.54(C) 56.36(F), 2013, Oct, Albania, ALB
13.54(C) 56.37(F), 2015, Dec, Kuwait, KWT
13.54(C) 56.37(F), 2010, Nov, Greece, GRC
13.54(C) 56.37(F), 2011, May, China, CHN
13.54(C) 56.37(F), 2004, Mar, Syria, SYR
13.54(C) 56.38(F), 2005, Feb, Algeria, DZA
13.54(C) 56.38(F), 2011, Jun, Sweden, SWE
13.54(C) 56.38(F), 2010, Mar, New, Zealand
13.54(C) 56.38(F), 2005, Apr, Nepal, NPL
13.55(C) 56.39(F), 2007, Aug, Russia, RUS
13.55(C) 56.39(F), 2004, Nov, Lebanon, LBN
13.55(C) 56.39(F), 2016, Aug, Russia, RUS
13.55(C) 56.39(F), 2005, May, Belarus, BLR
13.55(C) 56.4(F), 2013, May, Spain, ESP
13.55(C) 56.4(F), 2007, Dec, Libya, LBY
13.55(C) 56.4(F), 2009, Oct, Andorra, AND
13.55(C) 56.4(F), 2005, May, Republic, of
13.55(C) 56.4(F), 2011, Mar, Malta, MLT
13.55(C) 56.4(F), 2008, Oct, Nepal, NPL
13.56(C) 56.4(F), 2010, Sep, Netherlands, NLD
13.56(C) 56.4(F), 2012, Apr, Greece, GRC
13.56(C) 56.4(F), 2014, Mar, Morocco, MAR
13.56(C) 56.41(F), 2001, Jun, Finland, FIN
13.56(C) 56.41(F), 2010, Oct, Turkey, TUR
13.56(C) 56.41(F), 2015, May, United, States
13.56(C) 56.41(F), 2005, Oct, Bhutan, BTN
13.56(C) 56.41(F), 2005, Sep, Ireland, IRL
13.57(C) 56.42(F), 2010, Mar, Lebanon, LBN
13.57(C) 56.43(F), 2011, Oct, Bhutan, BTN
13.57(C) 56.43(F), 2006, Oct, Albania, ALB
13.58(C) 56.44(F), 2005, Apr, Afghanistan, AFG
13.58(C) 56.44(F), 2004, Jan, Chile, CHL
13.58(C) 56.44(F), 2006, Feb, Israel, ISR
13.58(C) 56.44(F), 2000, Oct, Turkmenistan, TKM
13.58(C) 56.44(F), 2004, Jun, Austria, AUT
13.58(C) 56.44(F), 2013, May, Estonia, EST
13.58(C) 56.45(F), 2003, Jan, Israel, ISR
13.58(C) 56.45(F), 2013, Jun, Kyrgyzstan, KGZ
13.58(C) 56.45(F), 2011, Sep, Switzerland, CHE
13.58(C) 56.45(F), 2008, May, Poland, POL
13.59(C) 56.45(F), 2012, Oct, Andorra, AND
13.59(C) 56.46(F), 2009, Jun, Austria, AUT
13.59(C) 56.46(F), 2006, May, Luxembourg, LUX
13.59(C) 56.46(F), 2012, Jun, Estonia, EST
13.59(C) 56.46(F), 2004, Sep, Poland, POL
13.59(C) 56.46(F), 2000, Sep, Czech, Republic
13.59(C) 56.46(F), 2012, Jul, Australia, AUS
13.59(C) 56.46(F), 2011, Sep, United, Kingdom
13.59(C) 56.46(F), 2012, Jul, Sweden, SWE
13.59(C) 56.47(F), 2010, Feb, Jordan, JOR
13.59(C) 56.47(F), 2004, Oct, Bulgaria, BGR
13.6(C) 56.47(F), 2016, May, France, FRA
13.6(C) 56.48(F), 2013, Dec, Libya, LBY
